Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.224,Paraná,2022-02-14T00:34:57.465Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.40.224,Paraná,2022-02-12T07:47:16.342Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.40.224,Paraná,2022-02-09T03:43:34.946Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.224,Paraná,2022-02-09T01:58:09.340Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d4b:bd00:41ea:a976:310f:eb7a,Paraná,2022-02-05T16:18:17.451Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d4b:bd00:b402:9cd1:b929:17fa,Paraná,2022-02-05T16:17:33.575Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.118,Paraná,2022-02-03T02:41:46.012Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.69,Paraná,2022-01-31T21:15:50.918Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.69,Paraná,2022-01-31T21:15:50.909Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.124,Paraná,2022-01-30T21:37:11.003Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.124,Paraná,2022-01-25T21:59:44.508Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.201,Paraná,2022-01-25T21:03:23.776Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.201,Paraná,2022-01-25T21:03:23.765Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.2,Paraná,2022-01-24T22:20:50.023Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.2,Paraná,2022-01-24T22:20:50.011Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.189,Paraná,2022-01-23T21:09:46.757Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d60:4600:917c:19f7:6313:c2ea,Paraná,2022-01-23T16:31:56.454Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d60:4600:299d:b3ac:89c6:3728,Paraná,2022-01-23T16:28:11.690Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.189,Paraná,2022-01-22T19:54:40.018Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.250,Paraná,2022-01-22T13:24:18.849Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,138.99.251.82,Paraná,2022-01-15T02:16:00.995Z
NFCDOP-01-HNCD9QN1DKNW1MF07R85DMJK916L63,BR,Netflix Opera Other,Netflix Opera Other,138.99.251.82,Paraná,2022-01-13T19:22:06.684Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,186.227.105.187,Paraná,2022-01-13T02:45:48.456Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.41.154,Paraná,2022-01-06T16:39:42.298Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,186.232.177.72,Paraná,2021-12-31T18:24:16.972Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,200.138.77.205,Paraná,2021-12-30T00:38:05.738Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.250,Paraná,2021-12-29T23:46:10.962Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.75.212.7,Paraná,2021-12-29T23:01:28.209Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.116,Paraná,2021-12-29T18:27:28.031Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,200.138.94.178,Paraná,2021-12-29T02:58:58.633Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:214:86f6:fa5e:2d35:8d2d:8b7a:f2e7,Paraná,2021-12-29T02:57:16.463Z
NFCDOP-01-HNCD9QN1DKNW1MF07R85DMJK916L63,BR,Netflix Opera Other,Netflix Opera Other,187.19.105.166,Paraná,2021-12-28T10:37:46.037Z
NFCDOP-01-HNCD9QN1DKNW1MF07R85DMJK916L63,BR,Netflix Opera Other,Netflix Opera Other,187.19.105.166,Paraná,2021-12-27T20:22:07.915Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,187.19.105.166,Paraná,2021-12-27T19:41:04.291Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.116,Paraná,2021-12-27T14:57:28.811Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.5,Paraná,2021-12-27T13:34:42.407Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.26,Paraná,2021-12-27T03:11:20.013Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.19.105.166,Paraná,2021-12-26T05:38:24.355Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,187.19.105.166,Paraná,2021-12-24T11:19:37.982Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.216,Paraná,2021-12-21T02:25:04.570Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:7f4:1180:5b26:6599:c075:3105:765b,Paraná,2021-12-17T19:09:05.646Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.216,Paraná,2021-12-15T23:56:10.545Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,177.156.67.73,Paraná,2021-12-11T20:21:03.607Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,170.150.166.209,Paraná,2021-12-03T01:34:02.009Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.26,Paraná,2021-11-29T00:41:43.935Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.203,Paraná,2021-11-28T14:51:08.893Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d83:7c00:21c9:4eb0:d5f4:daad,Paraná,2021-11-27T16:07:40.766Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d83:7c00:ac9e:a519:2c11:23d1,Paraná,2021-11-27T16:06:58.482Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.203,Paraná,2021-11-25T23:07:57.928Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.26,Paraná,2021-11-24T22:59:14.435Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,170.150.166.209,Paraná,2021-11-17T03:35:34.415Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d9e:be00:d062:3c00:9c14:1b4c,Paraná,2021-11-06T19:09:22.302Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,170.150.166.209,Paraná,2021-11-01T02:29:41.180Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.26,Paraná,2021-10-31T13:58:16.995Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.26,Paraná,2021-10-31T13:58:16.986Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.76,Paraná,2021-10-31T02:07:39.953Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.76,Paraná,2021-10-29T20:52:53.449Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.134,Paraná,2021-10-28T20:46:12.062Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.134,Paraná,2021-10-28T20:46:12.053Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.218,Paraná,2021-10-26T21:14:19.914Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.221,Paraná,2021-10-25T21:23:58.625Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.221,Paraná,2021-10-25T21:23:58.616Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.103.73,Paraná,2021-10-24T03:03:09.955Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.22,Paraná,2021-10-23T22:59:04.322Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.103.73,Paraná,2021-10-23T20:19:49.011Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d9e:be00:1542:6de1:9db6:649b,Paraná,2021-10-23T19:06:41.777Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d9e:be00:f8bf:c3db:cdaf:9094,Paraná,2021-10-23T19:05:30.773Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.22,Paraná,2021-10-21T20:55:29.394Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.22,Paraná,2021-10-21T20:55:29.384Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.98,Paraná,2021-10-21T04:42:13.016Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.198,Paraná,2021-10-17T02:13:34.003Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:7f4:1180:e46c:39f7:4aeb:6e86:eedf,Paraná,2021-10-15T12:14:54.596Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.217,Paraná,2021-10-11T02:34:47.108Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.98,Paraná,2021-10-07T21:32:28.897Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.98,Paraná,2021-10-07T21:32:28.888Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.101,Paraná,2021-10-05T02:32:07.302Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.194,Paraná,2021-10-05T00:09:46.631Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.101,Paraná,2021-10-03T00:52:48.836Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.194,Paraná,2021-10-02T23:25:56.717Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.255,Paraná,2021-10-01T21:45:13.137Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.75.212.7,Paraná,2021-10-01T14:59:54.119Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.11.53.68,Paraná,2021-10-01T03:47:21.553Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.71,Paraná,2021-09-25T00:52:08.698Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,189.11.53.68,Paraná,2021-09-22T21:26:39.760Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,200.163.217.115,Paraná,2021-09-22T03:40:08.290Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.62,Paraná,2021-09-21T23:41:21.383Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.255,Paraná,2021-09-20T14:23:14.166Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.31,Paraná,2021-09-19T03:47:11.690Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.31,Paraná,2021-09-18T01:14:20.463Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.77,Paraná,2021-09-17T21:10:28.671Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.84,Paraná,2021-09-13T02:50:45.347Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.84,Paraná,2021-09-12T16:41:37.377Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.107.100,Paraná,2021-09-07T00:57:42.412Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.77,Paraná,2021-08-26T12:26:58.071Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.77,Paraná,2021-08-26T12:26:58.060Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.224,Paraná,2021-08-25T14:11:31.324Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d59:9f00:89a7:2bef:9dd7:99cb,Paraná,2021-08-22T03:24:21.909Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.224,Paraná,2021-08-17T17:02:41.570Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.60,Paraná,2021-08-16T17:30:53.802Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.47,Paraná,2021-08-12T23:00:45.724Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.47,Paraná,2021-08-12T11:52:55.522Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.153,Paraná,2021-08-11T22:00:43.264Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.153,Paraná,2021-08-08T08:42:41.228Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.185,Paraná,2021-08-02T22:24:14.860Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.185,Paraná,2021-08-01T03:58:21.111Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.185,Paraná,2021-08-01T03:58:21.100Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.208,Paraná,2021-07-30T20:29:31.852Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,186.227.107.100,Paraná,2021-07-13T01:35:25.492Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.208,Paraná,2021-07-06T14:16:41.477Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.194,Paraná,2021-07-05T14:04:57.429Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.194,Paraná,2021-07-02T15:55:23.851Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.147,Paraná,2021-07-01T17:23:11.097Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.147,Paraná,2021-06-29T21:20:29.552Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.178,Paraná,2021-06-29T16:01:04.219Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.178,Paraná,2021-06-29T16:01:04.208Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.100,Paraná,2021-06-28T18:42:10.668Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.100,Paraná,2021-06-27T14:57:35.761Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.246,Paraná,2021-06-27T14:33:43.793Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.246,Paraná,2021-06-27T14:33:43.782Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.75,Paraná,2021-06-26T02:35:11.745Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.75,Paraná,2021-06-23T21:47:23.955Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.75,Paraná,2021-06-23T21:47:23.946Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.112,Paraná,2021-06-23T14:43:42.343Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.112,Paraná,2021-06-22T14:32:37.491Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.112,Paraná,2021-06-22T14:32:37.482Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.117,Paraná,2021-06-21T14:13:34.127Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d41:c00:eca3:a65d:10b5:6a28,Paraná,2021-06-19T19:03:53.356Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d41:c00:6dd6:66c6:55b:b900,Paraná,2021-06-19T17:39:51.213Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d41:c00:f59a:ad8d:536b:aeb4,Paraná,2021-06-19T17:37:24.535Z
